"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"6-25",1,2,1,1,1,1,5,2,2,2,2,3,1,1,"I would bring it up only if it were already obvious and/or would not be likely to affect my performance.",1,"I feel that a mental health issue would not be something I'd want them to take into account as part of the hiring process, unless it were a serious enough issue that I wouldn't want to work for an employer who was not willing to make accommodations for my issue.",3,1,1,"Yes",43,"Male","United States of America"
"More than 1000",2,3,2,1,2,1,2,2,1,1,2,2,1,3,"I consider this private and protected information that should only be given if absolutely needed. I want to be able to control if and when the employer is able to use this information.",2,"This would never help me get a job, and it could only be used against me negatively.",5,4,3,"Yes",30,"male","United States of America"
"6-25",1,2,1,1,1,1,3,2,1,3,2,2,1,2,"",2,"",3,2,1,"Yes",25,"Male","Germany"
"26-100",2,2,1,1,1,1,5,1,1,1,1,2,1,3,"I would only bring it up if it affected my ability to do my job",1,"If it affected my ability to do my job",2,1,1,"Yes",45,"female","United Kingdom"
"500-1000",1,3,3,1,3,1,2,2,1,1,2,2,1,3,"Unless it's something obvious like I'm disabled",2,"Seems too private to share",3,4,1,"No",29,"female","United States of America"
"500-1000",2,1,1,2,2,1,1,1,1,2,1,2,1,1,"",2,"",1,1,5,"No",38,"Male","United Kingdom"
"More than 1000",2,1,3,2,2,2,6,3,2,3,2,1,1,3,"Fear of not getting the job ",2,"Fear of not getting the job ",3,4,4,"No",52,"Male","United States of America"
"More than 1000",2,3,3,2,3,1,2,2,1,3,2,1,1,2,"",2,"",3,4,2,"No",36,"male","Germany"
"26-100",1,3,2,1,3,1,1,1,1,1,1,2,1,2,"Not sure if they're allowed to ask. If it came up I practice openness and honestly by principle.",1,"Not having a mental illness, I assume there is a stigma around the issue for people who haven't experienced it.",1,1,1,"No",50,"Male","United States of America"
"100-500",1,4,3,1,3,1,2,1,1,1,2,1,1,1,"",1,"never have done it before",1,2,4,"Yes",41,"male","United States of America"
"500-1000",1,3,2,2,2,2,2,2,1,1,2,1,1,2,"",2,"It's not relevant to the role and illegal to allow for discrimination based in such things in the UK.",1,2,1,"No",34,"Female","United Kingdom"
"500-1000",2,4,4,1,3,1,2,2,2,3,2,3,1,1,"It depends on what kind of physical health issue it was, and what the job was. As an example, I do not feel as if Carpal Tunnel would be necessary to bring up if I was not going to be doing repetitive tasks all day. I would probably mention it upon offer, and allow an opportunity for reconsideration.

I would also not mention it if I wasn't interested in the position.",1,"It's important to let people know if aspects of the job are going to be more difficult.",2,1,1,"No",25,"female","United States of America"
"More than 1000",2,3,2,1,1,1,4,2,2,1,2,3,1,3,"The physical health issue itself, no, because alone it isn't relevant.  The work I had to do to overcome the issue, yes.",2,"The mental health issue itself, no, because alone it isn't relevant.  The work I had to do to overcome the issue, yes.",1,2,2,"Yes",33,"Male","United States of America"
"26-100",1,3,4,1,1,1,6,2,1,1,3,2,1,1,"",1,"",1,2,2,"No",37,"M","Canada"
"100-500",1,4,3,1,3,1,5,2,1,1,2,1,1,1,"Depends whether it would be relevant to my performance or cause significant outages. ",2,"This seems like it would be disqualifying myself or bringing up trouble that my employer likely wouldn't want to deal with. ",3,2,4,"Yes",25,"Female ","United States of America"
"500-1000",1,4,3,1,2,1,3,1,1,3,1,2,1,2,"If it was something actually relevant to the job I was interviewing for, of course I would bring it up.",3,"If I thought that it was relevant to the job I was interviewing for, I would bring it up.",1,2,1,"No",31,"Male.","United States of America"
"More than 1000",2,3,2,2,2,1,2,1,1,1,1,2,1,1,"Depends on the issue and whether it would impact my ability to do the job in question or not. ",2,"I don't think it would help my chances of getting the job, and it's possible that it could hurt them.",3,2,2,"Yes",33,"M","United States of America"
"26-100",1,4,4,1,3,1,5,2,2,3,3,3,1,1,"I've actually had to do this for an employer who required a drug test (I was on a prescription from a doctor for a medical condition and would have tested positive for steroids), so I disclosed up front so there weren't any surprises. In general, however, I wouldn't disclose unless it was necessary.",1,"This would be more difficult because I think people do not understand and are more biased against mental health issues than physical ones, and I'd be concerned they'd find another pretext for not hiring me.",1,2,4,"Yes",46,"Male","United States of America"
"6-25",2,2,4,1,1,1,4,2,1,1,2,1,1,2,"It's only fair to fully disclose and an employer cannot discriminate against physical health.",1,"I would be more worried that a company would know how to deal with a mental health issue.",1,2,4,"No",39,"Male","United Kingdom"
"100-500",1,4,4,1,3,1,4,3,2,1,2,3,2,3,"",2,"",1,2,4,"Yes",37,"Male","United States of America"
"6-25",1,1,1,1,1,1,3,3,2,1,3,3,2,3,"As it may inhibit my chances of getting the position.",2,"It may inhibit my chances of getting the position.",3,4,4,"No",30,"male","United Kingdom"
"26-100",1,3,2,1,2,2,1,1,1,2,1,2,1,2,"Honesty, always the best policy, even if it means I don't get the job.",3,"Same as any issue, I'm looking for employers that enjoy me exactly as I am. Not some glossed up version of myself",1,1,1,"No",30,"Male","United States of America"
"6-25",1,3,2,2,2,2,1,1,1,2,1,2,1,1,"I'm not sure it's relevant. I don't want to overshare my personal life at a job interview.",2,"Definitely not, because I wouldn't want them to discount my ability to do the job well and mental health has much more stigma around it than a physical problem.",2,2,1,"Yes",33,"female","United States of America"
"500-1000",1,2,4,1,1,1,6,2,1,2,2,3,1,3,"",2,"",1,2,2,"No",34,"Male","United Kingdom"
"More than 1000",2,4,3,2,2,2,1,1,1,2,1,2,1,3,"I would assume that would put me lower on the list for getting the job",2,"A negative count against me for the job",3,2,1,"No",48,"Male","United States of America"
"More than 1000",1,3,4,1,3,1,3,1,1,2,2,3,1,1,"Depends on what it is and how embarrassing it is",1,"",4,5,1,"Yes",32,"Male","United States of America"
"100-500",1,1,1,1,1,2,2,1,1,2,1,2,1,2,"If its is relevant.",3,"If its relevant.",1,2,1,"No",30,"Male","Estonia"
"26-100",1,2,1,1,1,1,4,3,2,1,3,3,1,3,"",2,"",3,4,2,"No",34,"M","United States of America"
"100-500",1,3,2,2,2,1,5,3,2,1,3,3,1,3,"",2,"",3,4,2,"No",32,"Male","United States of America"
"100-500",1,3,4,1,1,1,5,2,1,3,2,3,1,1,"",2,"",1,2,1,"No",29,"male","United States of America"
"100-500",1,4,3,1,3,1,2,2,1,1,2,1,1,1,"",1,"",5,2,3,"Yes",26,"Female","Canada"
"26-100",1,3,3,1,1,1,4,3,3,3,3,3,2,3,"I have multiple chronic illnesses and have been advised by lawyers to never bring them up in interview situations as discrimination is difficult to prove. ",2,"Social stigma, lack of protection under the law and difficulties proving discrimination",3,4,2,"Yes",26,"female","United States of America"
"26-100",1,3,2,1,3,2,2,2,1,1,1,2,1,1,"Only if relevant and would need accommodation.",1,"Similarly to physical issues, only if I felt I needed accommodation.",3,2,1,"Yes",24,"Male","United States of America"
"100-500",1,3,2,1,1,1,2,2,1,3,2,1,1,3,"Not needed",2,"Personal issue",1,2,2,"No",41,"Male","Spain"
"26-100",2,4,4,1,3,1,5,3,1,1,1,1,1,3,"i would not want to give the interviewer any reason at all to disqualify me",2,"i would not want to give ANY reason for disqualification",3,2,1,"No",35,"male","United States of America"
"500-1000",2,3,3,2,2,1,5,2,1,3,2,1,1,1,"Unless it affected my ability to do my job, I would not bring it up. If it did, I would only bring it up as late as possible.",2,"I would be afraid that the entire interview would become a discussion of the issue, and the decision process would be based off whether or not the issue is serious enough to take a chance on.",1,1,2,"No",39,"Male","United States of America"
"26-100",1,2,1,1,1,1,3,2,1,1,1,2,1,2,"Knowledge about this will make it easier to know if the job is right for me and if I'll be able to handle it.",3,"same as above",3,2,4,"No",35,"male","Bulgaria"
"26-100",2,2,3,1,1,1,3,1,1,1,2,1,1,1,"",1,"",1,1,5,"Yes",38,"Male","Germany"
"26-100",1,3,2,1,1,2,5,3,1,1,2,3,2,3,"Not relevant to hiring process",2,"Because you wouldn't get hired or were docked in pay",5,3,3,"Yes",34,"Male","United States of America"
"100-500",1,4,3,1,3,1,6,2,2,3,2,3,1,1,"",2,"",3,1,1,"No",36,"m","Russia"
"More than 1000",2,3,2,2,2,1,1,1,1,1,1,2,1,1,"That shouldn't be part of a hiring decision.",1,"Again, not part of the hiring process.",1,1,1,"No",52,"m","United States of America"
"26-100",1,2,1,1,1,1,2,1,1,1,2,2,1,2,"Yes, Is important if can affect work.",1,"Yes, If can affect work",1,2,1,"No",25,"Male","Belgium"
"6-25",1,4,4,2,1,2,5,3,3,3,3,3,2,1,"If it impacted my work or would require special accommodations, I would mention it.",2,"Employers don't typically make accommodations for mental health, so no point in bringing it up",3,2,4,"No",26,"female","United States of America"
"26-100",1,4,3,1,3,1,2,1,1,2,1,1,1,2,"I figure it should be part of the conversation. They need all the facts before making a call, in the same ways I need to know if they can adjust for me.",1,"Depends on the issue at hand. Would it affect my performance or would it require adjustments? Then, yes. If not, then I probably wouldn't.",1,1,1,"No",33,"Male","United States of America"
"26-100",1,3,4,1,1,1,4,3,1,1,3,1,1,2,"If it's obvious, I would have to prove I can do the job.",2,"If they don't have to know, there's no possible way it can impact their hiring decision",3,4,4,"No",33,"Male","United States of America"
"More than 1000",2,3,3,3,2,2,5,2,1,1,2,1,1,3,"While it would be illegal to discriminate, but theres something in the back of my mind that if I say anything about it they will look for another excuse to not hire you.",2,"Same reason as for physical health issue above.",1,4,1,"No",39,"Male","United States of America"
"100-500",1,3,2,1,1,1,6,2,2,2,2,1,1,3,"It's illegal for them to ask in the U.S. and unless it's relevant to job performance there's no reason for me to bring it up.",2,"It's not relevant to my ability to perform the job responsibilities.",1,2,1,"Yes",47,"male","United States of America"
"6-25",1,2,4,1,1,1,6,1,1,1,2,1,1,2,"xxx",2,"xxx",3,1,1,"No",33,"male","Slovakia"
"More than 1000",1,3,3,2,1,2,5,3,1,2,1,3,2,2,"To ensure I received proper accommodations if they were needed",2,"Telling  someone that's interviewing me that I have clinical depression, generalized anxiety disorder, PTSD, autism spectrum disorder, and ADD would bring a lot of stigma. I doubt they'd think I could handle the job, or they'd think I couldn't work well on a team. 

The trust hasn't been built yet. Maybe if the company was really upfront about caring about mental illness, and had people in leadership with mental illnesses, then I'd probably feel comfortable speaking about them during the interview.",1,5,3,"Yes",24,"Genderflux demi-girl","United States of America"
"26-100",2,4,3,2,1,1,2,1,1,2,1,2,1,2,"I believe in total transparency. If it's not appreciated, then I know the potential employer is not for me.",3,"I am a veteran with PTSD-related issues. I believe in total transparency. If it's not appreciated, then I know the potential employer is not for me.",5,5,3,"Yes",51,"male","United States of America"
"26-100",1,4,3,1,1,1,2,1,1,2,1,1,1,2,"Because there's nothing to be ashamed of.",3,"It's good to know about potential hurdles ahead of time.",1,1,1,"No",32,"male","United States of America"
"6-25",1,1,1,1,1,1,4,2,1,3,3,1,1,1,"I would have to read the room, it would  depend on how much i feel an employer expects of me.",2,"stigma",1,1,4,"No",22,"male","United Kingdom"
"More than 1000",1,4,4,1,3,1,2,1,1,1,1,2,1,2,"",3,"",2,1,1,"No",28,"M","United States of America"
"26-100",1,3,2,1,1,1,1,1,1,1,1,1,1,1,"Yes if it would impact my work",1,"If it meant that I needed a flex schedule or similar accomodation",2,2,1,"Yes",39,"Woman","United States of America"
"26-100",1,4,4,2,3,1,1,1,1,1,1,2,1,3,"I don't want to add any cause for bias until the hiring has been decided one way or another.",2,"I don't want to add any cause for bias until the hiring has been decided one way or another.",1,1,2,"No",25,"female","United States of America"
"6-25",1,1,1,1,1,2,2,1,1,2,1,2,1,3,"I wouldn't want to be judged against someone healthy",2,"See above",3,4,4,"Yes",32,"Bigender","United Kingdom"
"More than 1000",1,3,3,2,2,2,1,1,1,1,1,1,1,1,"",1,"",1,1,4,"Yes",49,"Male","Australia"
"More than 1000",1,2,4,1,1,3,2,2,1,3,3,1,1,1,"i would do it if it makes me unable to perform certain tasks (cannot be exposed to certain liquids, heavy things lifting, etc)",1,"employers may see it as a cost",3,2,5,"No",23,"Male","Italy"
"26-100",1,3,2,1,2,1,2,1,1,2,1,2,1,1,"",1,"",1,1,1,"Yes",30,"Male","United States of America"
"1-5",1,3,2,1,1,1,3,2,1,1,2,1,1,3,"People like to associate mental health with drama, and might feel like you'd make the workplace more hostile.",2,"",1,2,4,"No",27,"male","United States of America"
"100-500",1,3,3,1,1,1,5,1,1,1,2,3,1,3,"Not relevant",2,"Not relevant",3,2,1,"No",23,"Female","United States of America"
"More than 1000",1,3,3,1,2,1,5,2,1,1,2,1,1,3,"if it did not affect my job performance i would not discuss it",2,"i would be afraid of bias in their decision making",1,2,2,"Yes",42,"Male","United States of America"
"6-25",1,4,4,1,3,1,1,1,1,1,1,1,1,3,"I feel like it would effect my chances of getting a job. It's also none of their business unless it effects my performance.",2,"I feel like it would effect my chances of getting a job. It's also none of their business unless it effects my performance.",1,3,1,"Yes",31,"male","United States of America"
"100-500",1,4,3,1,3,1,4,2,2,3,3,1,1,3,"You can be assured that it would not be a taken as a negative. ",2,"Same, although would have greater concern about employer viewing mental health as worse that a physical health issue as well as overall negative views of mental health issues. ",3,2,4,"Yes",46,"male","United States of America"
"100-500",1,3,2,1,1,1,6,2,2,3,3,1,1,1,"If they made an offer and the issue would impact my work or scheduling. ",1,"If they made an offer and the issue would impact them. ",1,2,1,"No",39,"Male","United States of America"
"More than 1000",2,3,2,3,3,2,3,2,1,1,1,3,1,1,"It would depend upon if it would have any direct or indirect bearing on my position. If it was applicable, I would bring it up. If not, I'd not bring it up unless prompted.",1,"It would depend upon if it would have any direct or indirect bearing on my position. If it was applicable, I would bring it up. If not, I'd not bring it up unless prompted, same as a physical issue.",1,2,2,"No",35,"male","United States of America"
"26-100",1,3,2,1,1,1,4,2,1,1,2,3,1,2,"There isn't stigma",2,"Worried about not getting a job",3,4,4,"Yes",24,"Female","United States of America"
"More than 1000",1,1,3,1,3,1,4,3,3,3,3,3,2,3,"",2,"",3,4,4,"Yes",57,"Female","United States of America"
"100-500",1,3,4,1,3,1,2,2,2,2,1,1,1,2,"",1,"",3,1,1,"No",37,"Male","United States of America"
"More than 1000",2,4,4,1,3,2,1,2,2,1,1,1,1,1,"Only if it would affect my future work.",1,"Only if it is relevant for the work.",1,2,5,"No",34,"female","Netherlands"
"More than 1000",1,3,2,1,1,1,1,1,1,1,2,1,1,1,"i don't know",1,"it depends. my current job, i made an offhand reference to my therapist in the cover letter. but i also believed myself woefully underqualified at the time so I can't vouch for having taken the application completely seriously.",2,1,1,"Yes",40,"cisdude","United States of America"
"6-25",1,4,4,1,1,1,1,3,1,2,1,1,1,3,"im not gonna risk that",2,"not gonna risk that !",3,2,1,"No",36,"m","Netherlands"
"1-5",1,3,3,1,3,3,3,1,1,1,1,1,1,1,"Fear of being disqualified for the job",2,"Too great a stigma. Would likely be rejected for another candidate. ",5,2,4,"No",51,"Male","United States of America"
"6-25",1,2,1,1,1,1,2,1,1,3,3,1,1,1,"I would fear that it would affect my chances of getting the job.",2,"I am uncomfortable discussing mental health issues outside of my immediate family.",1,2,1,"Yes",35,"M","Canada"
"100-500",1,3,3,2,2,2,2,1,1,1,1,2,1,1,"",2,"Stigma.",3,2,1,"No",24,"Male","Canada"
"26-100",1,4,4,1,3,1,2,2,2,3,3,3,1,3,"Prefer to focus on benefits I bring. ",2,"Prefer to focus on benefits I bring. ",3,4,4,"No",48,"F","United States of America"
"100-500",1,2,4,1,1,1,6,3,1,3,3,1,1,2,"If it affect my job performance they should know",1,"It is not treated with respect",3,4,2,"Yes",33,"Male","Israel"
"1-5",1,2,4,1,3,1,1,1,1,2,1,1,1,2,"Honesty works.",3,"Again: honesty.",1,1,1,"Yes",40,"male","Netherlands"
"More than 1000",2,3,2,2,2,1,6,1,1,1,1,2,2,1,"Although I know in some places employers are not supposed to discriminate against candidates due to ability status, some still do. If and only if it were something that would require significant accommodations or if it was a visible disability, like a wheelchair, would I bring it up.",2,"I would fear that I wouldn't get the job because people would see it as a burden that could lead to problems with my employment.",3,2,4,"Yes",29,"female","United States of America"
"More than 1000",2,4,3,2,2,2,3,1,1,2,1,2,1,2,"",3,"",2,5,2,"Yes",35,"Male","United Kingdom"
"26-100",1,3,3,1,1,1,4,2,1,3,3,1,1,1,"If it impacted my ability to be physically at work or if there were accessibility issues at the office.",2,"They would not hire me.",3,2,1,"Yes",36,"male","United States of America"
"More than 1000",1,4,4,1,1,1,6,2,1,2,1,3,1,2,"",3,"",3,2,2,"No",30,"Male","United States of America"
"26-100",1,3,2,1,1,1,3,1,1,3,3,1,1,1,"I've never had a physical health issue before, so I don't know if I would.",2,"Seems like TMI, and I don't want any doubts about my effectiveness as an employee.",1,2,1,"Yes",30,"woman","United States of America"
"6-25",1,3,2,2,2,2,3,1,1,1,3,2,1,1,"If it is going to be something that Im dealing with at the time or something that is noticeable then yes. I feel that most employers would be more accepting of a physical health issue than a mental health issue. ",2,"I am currently an opiate addict and will be for as long as I live. I have not used in 3 years. It still messes with me to this day. I do not think I would ever be comfortable sharing that with an employer. Its not documented anywhere that I am an addict so there would be no reason to share such a thing to an employer. Most people do not realize that I have something wrong with my brain chemistry not that I am a terrible person or want to be this way. I do great work and I have had my current job for 6 years. But I feel like if I told any employer that I would be discriminated against or eventually let go.",3,4,4,"No",25,"male","United States of America"
"1-5",1,4,3,1,1,1,3,3,3,3,3,3,1,3,"See it as potentially influencing my hirability. ",2,"Stigma could influence their desire to hire me. ",3,4,4,"Yes",44,"Female","Canada"
"26-100",1,4,3,1,3,1,6,2,2,1,2,1,1,3,"I guess if I had an issue hard enough that it would affect my work, I'd be worried about the perception I could not do the job.  ",2,"Mental health too stigmatized, don't know the prospective employer well enough to determine whether it would be negative (and it usually is) ",3,2,4,"No",30,"male","United States of America"
"6-25",1,1,1,2,1,1,2,1,1,2,1,2,1,1,"May not be relevant. ",1,"Concern about it's impact on hiring",1,2,2,"Yes",29,"Male","United States of America"
"6-25",1,2,3,1,1,1,4,3,2,3,2,3,1,1,"They may not employ me",2,"They won't employ me",3,4,2,"Yes",48,"f","United Kingdom"
"26-100",2,2,4,1,1,2,6,1,1,2,1,2,1,1,"",1,"",5,1,1,"No",27,"m","Germany"
"26-100",1,2,1,1,1,1,1,1,1,2,1,3,1,2,"It is good to be open",3,"It is good to be open",1,2,1,"Yes",30,"male","United Kingdom"
"100-500",1,2,1,1,1,1,4,2,1,1,2,1,1,1,"",2,"Because I wouldn't get the job.",5,2,3,"Yes",32,"Male","United Kingdom"
"100-500",1,3,2,2,2,2,1,1,1,3,2,2,1,1,"Fear that it would affect my chances of getting hired.",2,"Same reason.",3,4,2,"Yes",32,"m","United States of America"
"26-100",1,3,2,1,1,1,1,2,2,1,3,1,1,1,"depends on the illness",1,"",1,1,1,"No",25,"male","Germany"
"500-1000",1,3,2,1,3,1,3,2,1,1,3,1,1,2,"",2,"",1,2,2,"Yes",37,"female","United States of America"
"6-25",2,4,3,1,3,1,6,2,1,3,3,1,1,1,"",2,"",3,4,1,"No",32,"M","United States of America"
"100-500",1,2,4,1,1,1,2,2,2,2,1,1,1,1,"",1,"",5,2,4,"Yes",37,"male","United Kingdom"
"26-100",1,3,4,1,1,1,2,2,1,2,1,3,1,3,"Not their business unless it would impact how I do my job in a way that they're allowed to care about
",2,"I don't know them, and they don't know me",3,2,1,"No",32,"Male","Canada"
"1-5",1,1,1,1,1,1,1,1,1,2,1,2,1,1,"I feel this would negatively reflect on your potential.",2,"This again would negatively reflect on your potential, especially more so that a physical problem.",3,1,1,"No",22,"Male","United Kingdom"
"100-500",1,4,4,1,1,1,6,3,3,3,3,1,1,3,"That is none of their business and it would affect their decision regardless of policy",2,"It would affect their decision regardless of policy ",3,4,1,"Yes",38,"Female","United States of America"
"500-1000",1,2,1,3,1,1,2,1,1,1,1,2,1,1,"",2,"",1,1,1,"No",30,"M","Italy"
"500-1000",1,2,4,1,1,1,2,1,1,1,1,1,1,2,"First I would like them to focus on my abilities and skills. Then when I would pass the initial interview rounds I would bring it up.",2,"The same as previous one.",1,1,1,"Yes",31,"Male","Czech Republic"
"6-25",1,2,3,2,1,1,2,1,1,1,1,1,1,2,"",1,"",3,2,1,"Yes",39,"m","Germany"
"26-100",1,1,1,3,3,1,1,1,1,3,2,2,1,3,"Wouldn't want to risk job",2,"As above",3,2,1,"No",28,"Female","United Kingdom"
"6-25",1,4,3,1,3,2,2,3,1,3,3,1,1,2,"",2,"Too personal",3,4,5,"No",20,"male","Canada"
"100-500",1,1,2,1,1,1,2,2,1,1,2,3,1,1,"Depending on the exact nature of the issue I might think they wouldn't want to hire me",1,"Depending on the exact nature of the issue I might think they wouldn't want to hire me",3,2,2,"Yes",32,"non-binary","Germany"
"26-100",1,2,2,1,1,1,2,2,1,3,2,1,1,3,"would be afraid not to put the best foot forward",2,"believe it would be an automatic red flag",3,4,4,"Yes",46,"m","United States of America"
"26-100",1,3,3,2,3,2,1,1,1,2,1,2,1,2,"Because I value honesty very much and know that setting expectations in very beneficial for everybody",1,"",2,2,1,"No",32,"Male","Netherlands"
"26-100",1,4,4,1,1,1,5,2,1,3,3,1,1,3,"Wouldn't want that to be counted against me when compared to other candidates.",2,"Again, wouldn't want it to be held against me compared to other candidates.",2,1,1,"Yes",30,"male","United States of America"
"26-100",2,4,4,1,1,1,4,3,3,2,2,3,1,1,"Makes me a less attractive candidate.",1,"Only if I felt I required accommodation. Even then, reluctantly because it makes me a less attractive candidate.",1,3,4,"Yes",44,"Female","United States of America"
"500-1000",2,3,4,1,3,1,1,2,2,2,1,2,1,1,"I'd be worried that it would reflect negatively against me and possibly hinder me as a potential candidate",1,"I would be worried that it would hinder my chances as a potential candidate",3,2,1,"No",36,"Male","Canada"
"More than 1000",1,3,3,1,2,2,1,1,1,2,1,3,1,2,"If I have a physical health issue, the new employer needs to be aware of it before hiring me.",1,"It would depend on the type of MH iddue.",1,2,1,"No",63,"Male","United States of America"
"100-500",1,3,3,2,2,2,2,1,1,1,1,2,1,3,"",2,"",1,1,2,"No",28,"f","United States of America"
"More than 1000",1,3,2,2,2,2,1,1,1,1,1,1,1,2,"",1,"",1,2,1,"Yes",27,"M","United States of America"
"26-100",1,3,3,2,2,2,3,2,1,1,1,1,1,3,"Other than perhaps asking about benefits that I would need/want it's not really their business unless it impacts my daily work.",2,"I would not want to risk possible discrimination.  Even if it's illegal, it can bias opinions.",1,2,1,"No",39,"M","United States of America"
"500-1000",1,3,2,2,2,2,3,1,1,2,2,1,1,1,"Depends on the issue, how it affected my work or responsibilities.",3,"I have done before. I have no issue talking about it.",4,5,5,"Yes",33,"Male","United Kingdom"
"100-500",1,3,2,1,3,1,1,1,1,1,1,2,1,1,"If the issue would significantly impact my work, I would bring it up. If not, I wouldn't.",1,"If relevant for the job, I would. If not, I wouldn't.",1,1,1,"No",34,"male","Netherlands"
"26-100",1,4,4,3,1,1,3,1,1,1,2,2,1,2,"To be up front about any factors that may affect my work performance. ",1,"To be honest and up front about things that may affect my work performance, unless I was too embarrassed to talk about it. ",1,1,2,"No",26,"male","Sweden"
"More than 1000",2,2,4,2,2,2,5,1,1,2,2,3,1,3,"There isn't a physical health issue that would affect the sort of work I do without stopping me working altogether.",1,"It depends on how the interview is going, and how the condition may/may not affect the role.",3,1,4,"Yes",43,"Male","United Kingdom"
"More than 1000",1,3,3,2,2,1,2,2,1,1,1,1,1,1,"Legislation in my jurisdiction mandates certain protections for employees who need concessions due to health.",2,"Despite the legal protections, mental health in my area still suffers a significant amount stigma.",1,1,2,"Yes",3,"Male","Canada"
"1-5",1,2,1,1,1,1,2,1,1,1,2,1,1,2,"",1,"Depending on the company's culture I would be afraid that it may come off as a weakness or leave a bad impression.",1,2,1,"No",24,"Male","United States of America"
"More than 1000",2,3,3,2,2,2,6,2,2,1,2,1,1,1,"If they had a medical screening process that would be the appropriate time ",2,"Medical screening process would be more appropriate (even though some of them only ask for diagnosed mental illnesses) ",2,2,3,"No",21,"Female ","Australia"
"26-100",1,2,1,1,1,1,4,3,2,3,3,3,2,1,"Might reduce my chances of getting hired, even though I don't expect them to ever officially name it as a reason for my application being turned down.",2,"Might reduce my chances of getting hired, even though I don't expect them to ever officially name it as a reason for my application being turned down.",3,4,3,"Yes",31,"Male","Netherlands"
"1-5",1,2,1,1,1,1,3,2,2,3,3,1,1,3,"if it affected the ability for someone to preform their job.",2,"taboo ",3,4,2,"No",33,"m","United States of America"
"More than 1000",2,4,4,1,1,1,4,3,1,3,3,3,1,1,"I've seen people with physical health issues previously accommodated for",2,"To avoid the stigma that it brings.",3,4,4,"Yes",28,"male","United Kingdom"
"26-100",1,2,4,1,1,1,3,1,1,3,3,1,1,1,"",2,"",1,1,1,"No",27,"Male","Germany"
"26-100",1,1,1,1,3,1,3,2,1,3,2,1,1,2,"Physical health issues in our line of work rarely effect our ability to perform.",2,"Mental health issues can and often do effect our ability to perform.",3,4,3,"Yes",31,"Male","Australia"
"More than 1000",1,1,1,2,2,2,1,3,1,1,2,2,1,1,"If it looked like you'd take a lot of time off or die soon",2,"Because they wouldn't employ you",5,1,3,"Yes",45,"Male","United Kingdom"
"More than 1000",2,4,4,2,2,1,2,2,2,3,3,2,1,3,"Can damage my opportunity to ge in the job",2,"No good",3,4,1,"No",39,"Male","United States of America"
"More than 1000",2,3,2,1,2,2,3,2,1,1,3,3,1,3,"Wouldn't want to jeopardize my chances at the position",2,"Wouldn't want to jeopardize my chances. ",2,5,1,"Yes",25,"Male","United States of America"
"6-25",1,2,4,1,1,1,5,2,1,3,3,1,1,2,"",2,"",3,4,1,"No",27,"Male","Sweden"
"26-100",1,3,2,1,1,2,2,1,1,2,1,2,1,2,"If it affected my availability.",2,"Afraid of the stigma",1,5,1,"Yes",33,"Male","United States of America"
"6-25",1,2,4,1,1,3,5,3,2,3,3,1,2,1,"Because the “survival of the fittest"" mentality. No one wants to ihre someone with the probably highscore of sick days",2,"Because as a techie your main  tool is your brain. And i would fear that people would see my mental health issue as a maldunction and value my abilities less",3,2,3,"Yes",29,"Male","Germany"
"More than 1000",1,3,2,2,2,2,1,2,1,2,1,1,2,3,"Not their place",2,"Not topical to hiring",4,5,4,"Yes",36,"Male","United States of America"
"26-100",1,1,4,1,1,1,6,1,1,1,1,1,1,2,"It may affect my availability to perform my job",1,"I wouldn't because for fear of not being hired because of it, but at the same time I feel like I should It may affect my availability to perform my job",1,2,1,"No",29,"Male","Colombia"
"26-100",1,3,3,1,1,1,4,2,2,1,3,3,1,1,"I guess it would depend on what type of physical issue it was and how often it may affect my work as far as absences for treatment, etc.",2,"Mental health feels more subjective in some cases despite potentially having a diagnosis and could be viewed as detrimental to culture and performance if someone is say clinically depressed or has an anxiety disorder. Also it feels harder to explain potential absence due to a mental disorder.",5,4,4,"Yes",42,"female","United States of America"
"26-100",1,2,4,1,1,3,4,3,1,3,3,3,1,1,"I want to be seen as an asset, not a burden ",2,"Fear of discrimination ",3,4,3,"Yes",25,"Male","Ecuador"
"500-1000",1,3,2,2,2,1,2,1,1,2,1,3,1,2,"I've previously been punished for taking care of my physical health after a bike accident. I do not want to be in that situation again, so I would bring up any issues I had while interviewing.",1,"Many people still disbelieve that adult ADHD is a thing — if I suspected a  potential employer had problems I might try to suss them out before taking a job.",1,1,2,"Yes",28,"cis man","United States of America"
"100-500",1,3,4,1,3,1,5,2,2,1,3,2,1,3,"Fear of discrimination as a racial minority with a physical health issue",2,"Fear of discrimination as a racial minority with a mental health issue",3,4,2,"Yes",26,"Male","United States of America"
"26-100",1,3,3,3,2,1,1,1,1,1,2,2,1,3,"Even though not legal, it could be a factor in hiring. Also, none of their business.",2,"See previous.",1,1,1,"No",36,"Male","United States of America"
"More than 1000",2,2,2,1,1,1,2,2,1,3,3,3,1,3,"Trying to get a job",2,"Trying to get a job",3,4,1,"No",42,"male","United States of America"
