"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"26-100",1,3,3,1,3,1,5,2,1,1,2,2,1,1,"Could be seen as a weakness, or a reason why you couldn't be as productive.",2,"Could definitely be seen as a weakness and a reason why you wouldn't be as productive as someone without the issue.",3,4,1,"Yes",50,"Male","United States of America"
"6-25",1,4,3,1,1,2,1,1,1,1,1,1,1,3,"Seems like it could only hurt you",2,"Would only hurt you",1,1,1,"Yes",31,"Male","United States of America"
"100-500",1,3,2,1,1,1,6,2,2,2,2,1,1,3,"It's illegal for them to ask in the U.S. and unless it's relevant to job performance there's no reason for me to bring it up.",2,"It's not relevant to my ability to perform the job responsibilities.",1,2,1,"Yes",47,"male","United States of America"
"6-25",1,4,3,1,3,1,4,2,2,1,3,1,2,3,"I have fibromyalgia which still isn't accepted fully in the medical community, so I don't believe it would be handled well by employers (or anybody, really).",2,"Don't have one personally, but the same logic applies. Mental health isn't respected or understood well by anyone and I don't see how it would be to my advantage to disclose.",3,2,2,"No",32,"Female","Canada"
"6-25",1,3,3,1,3,1,5,2,1,2,1,2,1,1,"",2,"",3,2,1,"Yes",43,"Female","Canada"
"26-100",1,3,3,1,2,1,1,1,1,2,1,2,1,2,"There is no stigma against physical health issue like there is with mental health.",2,"The stigma associated with mental health colors the judgement of potential candidates.  ",1,2,3,"Yes",38,"Female","United States of America"
"500-1000",1,3,2,2,2,2,2,2,1,2,2,2,1,2,"",1,"",1,2,1,"No",28,"Male","United Kingdom"
"6-25",1,1,1,2,1,1,2,1,1,2,1,2,1,1,"May not be relevant. ",1,"Concern about it's impact on hiring",1,2,2,"Yes",29,"Male","United States of America"
"More than 1000",1,3,3,1,1,1,2,1,1,1,1,3,1,2,"I would as likely it would effect my work",3,"For the same reason.  If it effects my work, they need to know.",2,2,4,"No",40,"male","United States of America"
"26-100",1,2,2,1,1,1,5,1,1,1,2,1,1,2,"It could mean time off/etc so the employer needs to be informed.",3,"It could mean time off/etc and the employer should be infomred",1,2,4,"Yes",43,"Male","United States of America"
"100-500",1,3,2,3,2,2,1,1,1,1,1,2,1,2,"I would not want to work for an employer that reacted negatively to a physical health issue. I think it's a good test to ensure that they're the kind of employer I'd want to work for. ",3,"I would not want to work for an employer that reacted negatively to a mental health issue. I think it's a good test to ensure that they're the kind of employer I'd want to work for. ",1,1,2,"No",31,"female","United States of America"
"More than 1000",2,4,4,1,1,1,5,2,1,3,1,3,1,1,"I would worry that a potential employer might see a physical illness as a reason I might not be able to work, or to be available for work as much as this profession demands.",2,"I think a potential employer would definitely see a mental health issue as a reason not to hire me.",5,2,3,"Yes",45,"F","United States of America"
"More than 1000",1,2,4,1,1,3,2,2,1,3,3,1,1,1,"i would do it if it makes me unable to perform certain tasks (cannot be exposed to certain liquids, heavy things lifting, etc)",1,"employers may see it as a cost",3,2,5,"No",23,"Male","Italy"
"6-25",1,4,4,1,3,1,3,2,1,1,2,1,1,1,"Unsure",1,"Unsure",1,1,1,"No",39,"Male","United States of America"
"500-1000",1,4,4,1,3,1,6,2,1,1,2,3,1,3,"Many organizations look for any reason to reject a candidate during the interview process.",2,"Many organizations look for any reason to reject a candidate during the interview process.",1,4,1,"No",36,"Male","United States of America"
"100-500",1,4,4,1,1,1,5,2,1,1,3,3,1,1,"It would depend on the specific issue.
If it impacts my work I would mention it. Otherwise I would not.",2,"It should not have an impact on my interview process.",3,2,1,"No",22,"male","Germany"
"26-100",1,3,2,2,2,2,1,1,1,2,1,2,1,1,"I have some vision issues that require me to use basic assistive technology (zooming screen, mainly) and depending on what we would be doing in an interview, my needing to see something bigger or closer may come up.",2,"I worry that it would be viewed as a very severe weakness.",1,2,2,"Yes",35,"Female","United States of America"
"100-500",1,3,2,1,1,1,5,3,1,3,3,3,1,1,"Depends on the nature of the physical health issue, whether it was chronic and the impact on the work. In almost all cases, I would not discuss it because just increases the chance of discrimination.",2,"Discrimination.",3,4,2,"Yes",38,"Male","United States of America"
"100-500",1,4,3,1,3,1,2,1,1,1,2,3,1,3,"I barely know these people, probably, and I'd rather not give them any reasons to turn me down. I don't see an upside.",2,"I barely know these people, probably, and I'd rather not give them any reasons to turn me down. I don't see an upside.",4,5,1,"No",26,"Male","United States of America"
"100-500",1,3,2,2,2,2,1,1,1,2,1,2,1,2,"",3,"",1,1,1,"No",42,"Male","United States of America"
"100-500",1,3,4,2,2,1,6,2,3,2,2,2,1,2,"Better to have it out with them now rather than wait. Have spoken in the industry about burnout.",3,"It's important to know ahead of time.",1,2,4,"Yes",39,"female","United States of America"
"26-100",1,4,4,1,2,1,2,1,1,2,1,2,1,1,"",1,"",1,1,3,"Yes",28,"Female","United States of America"
"500-1000",1,3,2,3,3,2,2,2,2,1,1,2,1,3,"I don't even talk about health issues to acquaintances -- only to close family and friends",2,"Same reason as physical health -- it's very personal.",3,4,4,"No",35,"Female","United States of America"
"6-25",1,4,3,1,1,2,3,1,1,1,1,2,1,2,"Honesty",3,"Honesty",1,1,1,"No",42,"male","Canada"
"6-25",1,3,4,1,3,2,2,1,1,2,1,2,1,2,"It would be something they would need to know, so better to know if it's the type of place that does or doesn't understand that.",1,"It depends on the employer. See, it's difficult to answer survey questions that require generalizing all previous employers. I've had productive conversations with some; even so, at one place a mental health issue conversation resulted in immediate retribution.",1,1,3,"Yes",99,"Other","United States of America"
"26-100",1,3,3,1,3,1,6,2,1,1,2,1,1,1,"I don't have any chronic physical illnesses, but my partner does.  If I had the same illness as them, I would feel that the interviewer would likely discount my ability to work effectively or feel that the necessary accommodations would be too significant.",2,"Uncertain about reception.  Very difficult to determine an interviewer's experience and perception of mental illness.",1,2,1,"No",28,"Male","Canada"
"500-1000",1,4,4,2,1,1,1,2,1,3,3,2,1,3,"Health issues do not affect my productivity as a worker while I am in the «working» state (i.e. not absent due to some illness), so why should I discuss them in an interview?",2,"Health issues (either physical or mental) do not affect my productivity as a worker while I am in the «working» state (i.e. not absent due to some illness), so why should I discuss them in an interview?",1,5,1,"No",22,"F","Russia"
"26-100",1,3,2,1,2,2,3,3,2,1,2,3,1,1,"Still too much stigma attached to some physical health issues, e.g. female anatomy-related",2,"Rather not bring up something that would affect my chances of being hired. (Yes, it's illegal to discriminate that way, but that doesn't mean that doesn't happen, yeah?)",5,3,3,"Yes",28,"female","United States of America"
"More than 1000",2,3,3,2,2,2,6,2,2,1,2,1,1,1,"If they had a medical screening process that would be the appropriate time ",2,"Medical screening process would be more appropriate (even though some of them only ask for diagnosed mental illnesses) ",2,2,3,"No",21,"Female ","Australia"
"100-500",1,3,3,2,2,2,1,1,1,1,1,1,1,3,"If it didn't affect my job, I would wait until after I was hired to discuss it with my manager",2,"If it didn't affect my job, I would discuss it with my manager after I was hired",3,4,2,"No",28,"Female","United States of America"
"26-100",1,3,2,2,2,2,1,1,1,1,2,2,1,3,"I don't think its an issue that needs to be discussed in an interview.",2,"I don't think that's a topic that needs to be discussed in an interview.",1,2,4,"Yes",32,"Male","United States of America"
"1-5",1,1,1,1,1,1,5,3,2,3,3,1,1,3,"Maybe a second or third interview, but not the first. It's not their business, unless we're both serious about working together.",2,"Same reason as physical health - it's not their business straight up, so maybe in a later interview",1,2,2,"Yes",24,"Female","Australia"
"500-1000",1,4,3,1,3,1,2,2,1,1,3,3,1,1,"Some parts of tech require you to lift things, for example.",2,"Quick way to not get the job.",1,4,2,"Yes",35,"male","United States of America"
"100-500",1,3,2,1,3,1,1,1,1,2,1,1,1,2,"Most people understand physical health issues whereas with mental health you can never be sure ",2,"They may not be accepting",4,2,1,"Yes",30,"Male","United States of America"
"More than 1000",1,3,3,3,2,2,2,2,1,3,3,1,1,2,"I feel like physical health issues is perceived to be less in control by the person compared to mental health.",2,"",3,4,1,"No",26,"female","United States of America"
"100-500",1,3,2,1,3,1,2,1,1,3,1,2,1,3,"",2,"",3,2,1,"Yes",32,"Male","United States of America"
"26-100",1,4,4,2,3,2,2,2,2,1,3,2,1,2,"I assume the candidate is at least in his second stage of the interview. Being open about our limitations is a important topic during this stage of the interview. And since you've made it trought the first, there should be no wrong answers that could cause a negative result in your interview.",2,"As the solicitant, its not my responsibitliy to do so. I dont know the company's terms and culture about this and would feel uncomfortable discussing it.",1,4,1,"No",22,"man","Netherlands"
"100-500",1,3,3,1,3,2,2,2,1,1,2,1,1,2,"",1,"",3,1,2,"No",34,"male","United States of America"
"6-25",1,3,2,1,1,2,1,2,1,3,1,2,1,3,"i would not bring it to up until I received an offer, unless it impacted my interview performance.",2,"Might mean no offer.",3,1,3,"Yes",32,"Male","United States of America"
"100-500",1,2,4,1,1,1,2,2,2,2,1,1,1,1,"",1,"",5,2,4,"Yes",37,"male","United Kingdom"
"100-500",1,3,2,1,3,1,6,2,1,1,1,3,1,3,"can't imagine this making my desired outcome more likely",2,"pretty sure this would not work out in my favor",3,2,2,"Yes",36,"m","United States of America"
"100-500",1,3,4,1,1,1,6,2,1,3,3,1,1,3,"Not sure I'd be discriminated against by just not getting an offer. It'd be very hard to prove.",2,"Because while discriminating for mental health is not legal, one never gets reasons for a job offer not being extended, so it can only hinder.",3,2,4,"Yes",38,"Male","United States of America"
"26-100",1,3,2,1,1,1,2,1,1,2,2,1,1,3,"Because as long as I can do my job, it's really not any of their business.",2,"Same as above.",1,1,1,"Yes",24,"Male","United States of America"
"100-500",1,4,4,1,3,1,5,2,2,3,2,1,1,1,"I'm hesitant to bring up anything that might make me seem less employable but has no actual effect on my productivity.",2,"Same as above -- hesitant to bring up anything that doesn't affect my work but might make me seem less employable.",1,2,1,"No",26,"male","United States of America"
"More than 1000",1,3,3,2,3,1,6,2,1,1,1,1,1,1,"Don't currently have one, so not sure I'd have anything to bring up. Haven't had to think about it.",2,"General sense of stigma.",3,4,4,"Yes",37,"Male","United States of America"
"26-100",1,3,3,2,3,2,1,1,1,2,1,2,1,2,"Because I value honesty very much and know that setting expectations in very beneficial for everybody",1,"",2,2,1,"No",32,"Male","Netherlands"
"6-25",2,3,3,1,2,3,3,1,1,2,1,2,1,1,"Depends on the view of the employer about mental health.",1,"Depends on the amount of open view on it",2,1,1,"Yes",30,"Male","Netherlands"
"26-100",1,2,4,2,1,1,4,1,1,2,1,2,1,2,"If it affected my work or was something obvious I would talk about it.",2,"Because I would be scared they would think that it affects my work and I'm not worth hiring.",3,1,1,"Yes",26,"Female","Germany"
"26-100",1,1,4,1,1,1,6,1,1,1,1,1,1,2,"It may affect my availability to perform my job",1,"I wouldn't because for fear of not being hired because of it, but at the same time I feel like I should It may affect my availability to perform my job",1,2,1,"No",29,"Male","Colombia"
"26-100",1,3,2,2,2,1,6,2,2,2,2,1,1,1,"",1,"",3,4,3,"Yes",26,"nb masculine","Germany"
"100-500",1,3,3,1,1,1,5,1,1,1,2,3,1,3,"Not relevant",2,"Not relevant",3,2,1,"No",23,"Female","United States of America"
"More than 1000",2,3,4,3,2,1,5,2,2,3,3,3,1,3,"No reason to risk the job",2,"No reason to risk making them concerned about it",1,2,4,"Yes",40,"M","United States of America"
"100-500",1,4,3,1,3,1,4,2,2,3,3,1,1,3,"You can be assured that it would not be a taken as a negative. ",2,"Same, although would have greater concern about employer viewing mental health as worse that a physical health issue as well as overall negative views of mental health issues. ",3,2,4,"Yes",46,"male","United States of America"
"More than 1000",1,3,2,2,2,2,6,2,1,3,3,1,1,2,"",2,"",3,2,2,"No",30,"m","United States of America"
"100-500",1,2,1,1,1,2,6,2,1,1,3,1,1,1,"Would not wish to prejudice the interview process",1,"Would not wish to prejudice the interview process",1,2,2,"No",39,"Male","United Kingdom"
"500-1000",1,2,4,1,1,1,2,1,1,1,1,1,1,2,"First I would like them to focus on my abilities and skills. Then when I would pass the initial interview rounds I would bring it up.",2,"The same as previous one.",1,1,1,"Yes",31,"Male","Czech Republic"
"26-100",2,2,4,1,1,1,5,2,1,3,1,3,2,1,"Would very much depend on the issue and what impact I thought it would have on the role I was interviewing for.",2,"I don't think enough people are aware of mental health issues, so it is more likely to just have a negative impact",3,4,4,"No",26,"Male","United Kingdom"
"100-500",1,3,4,3,1,1,3,2,1,1,2,1,1,3,"",2,"",3,4,2,"No",27,"male","United States of America"
"100-500",2,3,3,1,1,1,2,1,1,1,1,1,1,3,"personal info should not be part of interview process",2,"Interview is not the place/time for personal info",1,2,1,"Yes",57,"Female","United States of America"
"6-25",1,4,3,2,2,2,1,1,1,1,1,2,1,2,"",1,"",1,1,1,"No",22,"female","United States of America"
"26-100",1,4,4,1,1,3,5,2,2,3,3,1,1,1,"",2,"",1,1,5,"No",31,"male","United Kingdom"
"More than 1000",2,3,2,1,2,2,3,2,1,1,1,3,1,1,"It would depend on the job I'm applying for.  Would it be something like ""I just need a special chair"" or would it be more along the lines of ""I need you to cater to my random days off.""  Either one _should_ be the same, however we all know that each response would not be treated as such.",2,"For the same reason as above, but I don't know at all whether the employer views mental health the same as physical health.",1,1,2,"Yes",26,"m","United States of America"
"1-5",1,2,1,1,1,3,4,3,1,3,3,1,1,3,"Get the job first.",2,"Keeping it secret is essential to getting & holding jobs at some companies.",5,3,3,"No",36,"M","United States of America"
"26-100",1,3,2,1,1,2,2,1,1,2,1,2,1,2,"If it affected my availability.",2,"Afraid of the stigma",1,5,1,"Yes",33,"Male","United States of America"
"6-25",1,3,3,1,3,1,1,1,1,2,1,2,1,1,"I don't know that it's good, but I typically take management of physical health issues as a personal matter, and wouldn't involve a potential employer.",1,"Because of the nature of our work, mental health issues are far more impactful. If I thought it needed to be accounted for, I would involve the potential employer to ensure they can work with me.",1,1,4,"No",29,"Male","United States of America"
"1-5",1,2,1,1,1,1,3,2,2,3,3,1,1,3,"if it affected the ability for someone to preform their job.",2,"taboo ",3,4,2,"No",33,"m","United States of America"
"26-100",1,3,4,1,1,1,3,1,1,2,1,1,1,1,"",2,"",3,4,1,"No",28,"male","United States of America"
"6-25",1,2,4,1,1,1,5,3,1,3,3,1,1,2,"",2,"",1,2,2,"Yes",24,"Female","United States of America"
"More than 1000",2,3,2,2,2,1,2,1,1,1,1,2,1,2,"",2,"I'd rather ask about health benefits and look at it from there.  No need to bring it up in an interview unless it directly affects the job, or is specifically brought up by the interviewer",1,4,2,"Yes",35,"Male","United States of America"
"6-25",1,2,4,1,3,1,3,1,1,2,1,1,1,1,"I believe I would  just for the sake of transparency",1,"It would depend on my general feelings of the employer/my issue",1,2,1,"No",23,"Male","United States of America"
"More than 1000",2,3,3,3,2,2,1,1,1,1,1,1,1,1,"",1,"",1,2,1,"No",37,"M","United States of America"
"6-25",1,3,3,1,1,1,2,1,1,1,1,1,1,1,"It depends on if it was relevant or affected my job in any way. Also, if I felt like I could trust the person in my interview.",1,"See above answer - related to trust.",1,2,5,"No",35,"Male","United States of America"
"26-100",2,3,2,1,1,2,3,1,1,1,2,2,1,2,"",1,"This would depend on the severity of an effect the issue could have on work performance.",1,1,2,"No",27,"Male","United States of America"
"100-500",1,4,4,1,3,1,3,3,1,3,3,1,1,1,"A sleep-related disorder prevents me from being able to arrive at early hours, which a large part of employers require.",2,"I wouldn't feel comfortable discussing mental health issues with anybody but really close friends and/or other sufferers in the first place. But also, it's not like it wouldn't hurt my chances of landing a position.",3,2,1,"No",28,"Male","Bulgaria"
"6-25",1,4,3,1,3,3,3,2,2,3,2,1,1,1,"It would depend on whether I thought it might impact the job.",1,"Depend on the job",1,2,1,"No",61,"f","United States of America"
"100-500",1,3,4,1,2,1,5,3,1,3,2,1,1,1,"I would rather not bring something up unless I was sure it would impact my job, because I am always concerned that people will find it easier to turn me down as a candidate.",2,"They are still stigmatized and without obvious mentions of acceptance by the employer beforehand I would worry that there would be hidden (or not so hidden) prejudice.  Again I would worry about being written off for the job.",3,2,4,"No",43,"Female","United States of America"
"100-500",1,4,4,1,3,1,1,2,1,1,2,1,1,3,"It has no legal bearing on the hiring process",2,"It has no legal bearing on the hiring process",3,2,2,"Yes",35,"m","United States of America"
"26-100",1,3,2,1,3,1,1,1,1,1,1,2,1,2,"Not sure if they're allowed to ask. If it came up I practice openness and honestly by principle.",1,"Not having a mental illness, I assume there is a stigma around the issue for people who haven't experienced it.",1,1,1,"No",50,"Male","United States of America"
"100-500",1,3,2,1,1,2,4,2,1,1,1,1,1,2,"",1,"",1,2,1,"Yes",29,"Male","United States of America"
"More than 1000",1,4,3,1,3,1,6,2,2,3,3,3,1,3,"If it isn't directly job affecting, I don't think it should matter.",2,"Mental health issues don't seem to be treated like ""real"" issues",1,2,2,"Yes",46,"Male","United States of America"
"6-25",1,4,3,1,1,1,3,2,1,1,1,3,1,1,"",2,"",1,2,2,"Yes",41,"Male","United States of America"
"6-25",1,3,4,1,1,1,4,1,1,1,2,1,1,1,"bias",2,"I actually don't think it's any of their business.",1,2,4,"Yes",33,"m","United States of America"
"More than 1000",1,3,2,2,2,1,6,2,1,3,2,1,1,2,"",2,"",1,2,4,"Yes",28,"male","United States of America"
"26-100",1,3,4,2,2,1,6,1,1,2,1,2,1,3,"I feel that is too early in the process. Guess it would depend on how serious I was about working for and how serious a company was about hiring me. ",2,"See above",3,2,1,"No",32,"Male","United States of America"
"More than 1000",2,4,3,2,3,2,2,3,1,3,3,1,1,2,"",2,"Getting through interview would be hard enough, let alone risk negative response",3,4,1,"No",45,"Male","United Kingdom"
"6-25",1,2,4,1,1,3,5,3,2,3,3,1,2,1,"Because the “survival of the fittest"" mentality. No one wants to ihre someone with the probably highscore of sick days",2,"Because as a techie your main  tool is your brain. And i would fear that people would see my mental health issue as a maldunction and value my abilities less",3,2,3,"Yes",29,"Male","Germany"
"More than 1000",1,3,3,2,2,2,2,1,1,2,1,2,1,3,"Feel it would go against mr",2,"Would go against me",5,2,1,"Yes",55,"Male","United Kingdom"
"6-25",2,4,4,1,1,1,3,2,2,1,1,1,1,3,"I am fortunate enough to not have a condition that requires accommodation. ",2,"Not everybody understands mental health. Would worry about being perceived negatively. ",1,2,1,"Yes",38,"Female","United States of America"
"6-25",1,4,3,1,3,2,2,3,1,3,3,1,1,2,"",2,"Too personal",3,4,5,"No",20,"male","Canada"
"6-25",2,2,1,1,1,1,2,2,2,3,1,1,1,1,"",1,"",1,2,2,"Yes",24,"Male","United States of America"
"26-100",2,4,3,1,1,1,3,1,1,3,3,2,1,1,"It's more likely that I wouldn't think it would be relevant.",2,"I don't feel comfortable talking about mental health issues at all, even less with a stranger interviewing me.",2,1,2,"No",29,"Male","Brazil"
"26-100",1,2,3,1,1,1,2,3,1,1,1,2,1,3,"My potential employment should not be contingent on anything the ADA covers.",2,"It would be a weird thing to volunteer in an interview. I wouldn't want a candidate to tell me about any issue, because it puts me in a bad spot if I decline to offer them a job.",3,4,1,"Yes",40,"Female","United States of America"
"1-5",1,2,4,1,1,3,5,2,1,3,3,1,1,3,"It's not pertinent to the position.",2,"It's not pertinent to the position..",1,4,2,"Yes",30,"Male","United States of America"
"6-25",1,3,3,3,3,2,1,1,1,1,2,2,1,2,"I want to make sure both parties can make an informed decision - leaving something important unsaid would foster frustrated expectations.",3,"I want to make sure both parties can make an informed decision - leaving something important unsaid would foster frustrated expectations",1,5,2,"Yes",35,"F","Canada"
"6-25",1,2,4,1,1,1,6,2,1,1,3,3,1,1,"I would only bring it up if the issue would affect my job. Or only if it might affect my job within 3-6 months.",2,"With the best will in the world an employer will not see it as a positive even if it's not direct discrimination.",1,2,2,"No",36,"Male","United Kingdom"
"26-100",1,4,4,3,1,1,3,1,1,1,2,2,1,2,"To be up front about any factors that may affect my work performance. ",1,"To be honest and up front about things that may affect my work performance, unless I was too embarrassed to talk about it. ",1,1,2,"No",26,"male","Sweden"
"500-1000",2,4,3,2,3,1,2,2,1,2,3,1,1,3,"If it was likely to affect my chances of being employed, no. My issue only occasionally impacts my ability to work",1,"Again, it depends on if it would strongly affect my ability to work",3,4,4,"Yes",31,"Female","Netherlands"
"26-100",1,4,3,1,1,1,2,2,2,3,3,3,1,1,"",1,"",1,1,3,"Yes",46,"m","United Kingdom"
"100-500",1,2,4,1,2,1,3,2,1,2,1,1,1,2,"n/a",1,"n/a",1,2,1,"Yes",32,"Male","United States of America"
"100-500",1,3,3,3,2,1,1,2,1,1,2,1,1,3,"I would never bring up health issues, because it may be perceived as a negative for reliability of employee.",2,"Same as above, and there are additional implications about mental health and overall group dynamics.",3,2,2,"No",34,"male","United States of America"
"100-500",1,4,3,1,3,1,1,1,1,2,1,2,1,2,"If it was important to my health or well being I could like them to know",1,"",1,2,4,"No",32,"Male","United States of America"
"More than 1000",2,3,4,3,2,1,5,2,2,3,3,1,1,3,"I assume that it would weigh against me getting the job",2,"I assume it would weigh against me getting the job",3,4,2,"Yes",47,"Male","United States of America"
"100-500",2,3,3,2,3,1,6,2,1,2,2,1,1,1,"Maybe if it related to my work",1,"There's a stigma, so I'd probably leave it out if I could.",1,4,1,"Yes",36,"male","United States of America"
"1-5",1,1,1,1,1,1,1,1,1,2,1,2,1,1,"I feel this would negatively reflect on your potential.",2,"This again would negatively reflect on your potential, especially more so that a physical problem.",3,1,1,"No",22,"Male","United Kingdom"
"More than 1000",1,3,2,1,1,2,1,3,1,3,3,3,2,3,"No, I don't want them to feel like I would be a burden.",2,"No because I don't want them to think I can't perform my job or that they can't count on me in crunch time.",5,4,3,"Yes",32,"female","United States of America"
"More than 1000",1,4,3,3,3,1,2,1,1,1,1,2,1,1,"Only if it would directly affect my work, otherwise it's not their business.",1,"Only if it would directly affect my work, otherwise it's not their business.",2,2,1,"No",22,"M","United States of America"
"6-25",1,2,4,1,1,1,6,1,1,1,2,1,1,2,"xxx",2,"xxx",3,1,1,"No",33,"male","Slovakia"
"More than 1000",1,2,4,1,1,1,5,2,2,3,3,3,1,1,"If I wouldn't mention it, it could cause trouble afterward.",1,"Same reason. Could cause trouble to keep silent.",1,2,1,"No",45,"male","Germany"
"6-25",1,2,1,1,1,1,5,2,1,3,3,3,1,3,"I'm afraid it would impact my ability to get a job.",2,"I doubt they'd hire me.",3,1,1,"No",31,"Male","United States of America"
"6-25",1,3,4,1,3,1,6,3,1,3,3,3,1,1,"depends if the physical issue was considered a ""common"" issue; for example an amputation.  But perhaps not if it was a ""heart disorder"" ... or something not visible to others.",2,"There is too much of a negative stigma associated with ""not being able to handle the stress"" of work.  Especially if you are in a startup.",1,4,4,"Yes",45,"male","United States of America"
"6-25",2,3,3,1,3,1,2,1,1,3,1,2,1,1,"It really depends.",1,"Depends.",1,4,1,"Yes",22,"Female","United States of America"
"26-100",1,2,1,1,1,1,1,1,1,1,1,2,1,1,"It depends on how relevant it would be to my work performance.",1,"Depends on likely impact on work performance.",1,2,2,"No",36,"Male","Australia"
"More than 1000",2,3,2,1,2,2,3,1,1,2,2,1,1,3,"I have MS and there are some stigmas with MS. Some people with MS have cognitive issues.",2,"My mental health is currently well controlled so no one would know if I didn't tell them.",2,1,1,"Yes",62,"Female","United States of America"
"6-25",1,4,3,1,3,1,3,2,2,3,3,1,1,1,"Depends on the physical issue and how impacting it is to my ability to work.",2,"Depends on how much social stigma it has. Saying you have ADD is easier thsn, say, depression",3,4,1,"Yes",28,"Male","United States of America"
"26-100",1,3,2,1,3,2,1,1,1,1,2,2,1,1,"",1,"It's a rather private manner, which one might not wish to share with everyone if they are in a position where you may not be a part of their team any way.

If an interview succeeds should in most cases not be based on any lingering mental state, and as such one would open up and become vulnerable in a negative way.",2,2,1,"Yes",29,"Male","Norway"
"26-100",2,3,2,2,2,1,6,2,2,2,2,1,1,3,"",2,"",3,2,1,"No",33,"M","Germany"
"26-100",2,4,3,2,1,1,2,1,1,1,1,2,1,1,"If it doesn't affect my performance while doing the job, then it kind of depends on the situation",1,"",1,1,1,"No",27,"Male","Finland"
"26-100",2,1,1,1,1,3,1,1,1,1,2,3,1,2,"",3,"",1,1,1,"No",24,"m","Australia"
"1-5",1,3,2,2,1,3,1,1,1,2,1,2,1,2,"Important to bring them up so that all parties are aware.  Hiding a Physical Health issue would never end well for either party.  All conversation should be open and all cards on the table.",3,"Important to bring them up so that all parties are aware.  Hiding a Mental Health issue would never end well for either party.  All conversation should be open and all cards on the table.",4,5,1,"No",42,"Male","United States of America"
"26-100",1,2,1,1,1,1,6,1,1,1,2,1,1,3,"no need to do so",2,"no need to do so",3,1,1,"No",28,"m","United Kingdom"
"More than 1000",1,3,3,1,2,1,1,2,2,3,3,1,1,3,"It would only hurt your chances of being hired. And if you don't get hired you'll wonder for the rest of your life if that affected it",2,"Same thing",5,1,5,"Yes",32,"Female","United States of America"
"100-500",1,4,3,1,3,1,2,2,2,2,2,1,1,1,"The word 'cancer' terrifies everyone.",2,"If I feel it won't impact my job, I won't bring it up.",1,2,2,"Yes",39,"Female","United States of America"
"500-1000",2,1,1,2,2,1,1,1,1,2,1,2,1,1,"",2,"",1,1,5,"No",38,"Male","United Kingdom"
"26-100",2,4,1,1,1,1,4,2,2,2,2,1,1,3,"",1,"",5,1,4,"Yes",44,"Male","Netherlands"
"More than 1000",1,3,2,3,3,3,5,3,1,1,1,3,1,1,"I don't want to screw my chances at the job.",2,"I *definitely* would be afraid I'd be d/q'd from the job for mentioning this.",5,2,3,"Yes",47,"cis male","United States of America"
"More than 1000",1,1,1,2,2,2,1,1,1,2,1,2,1,2,"",3,"",1,2,3,"Yes",30,"Male","Australia"
"More than 1000",2,3,4,2,2,2,3,1,1,3,2,1,1,3,"If the physical health issue has no impact on my ability to do my job, from my perspective, I see no reason to discuss it. For instance, if I have a hemorrhoid, I can still do my job and my company does not need to know.

If I have no arms because of a mechanical accident, then I may have some difficulty with a job that requires the use of hands, and I would probably tell my employer during my interview that I have no hands.",2,"I would feel immediately stigmatized and that my candidacy would be dismissed.",3,2,1,"Yes",29,"male","United States of America"
"100-500",1,3,3,1,1,2,5,2,1,1,3,1,1,1,"Physical health is socially considered more legitimate",2,"Fear of stigma and being considered incompetent ",1,2,2,"Yes",31,"Genderfluid","United States of America"
"6-25",2,4,3,1,1,1,6,3,2,3,3,3,1,2,"",1,"",3,4,4,"No",27,"Male","Norway"
"6-25",1,2,1,1,1,3,5,2,1,1,2,1,1,1,"",1,"",1,3,3,"Yes",29,"M","United Kingdom"
"6-25",1,1,1,1,1,1,2,1,1,1,2,1,1,2,"I would assume I was legally protected from issues arising from discussing it.",2,"Would be worried about negative stereotypes/affecting the interviewers decision.",1,1,1,"No",29,"Male","United Kingdom"
"More than 1000",1,3,3,1,2,1,5,2,1,1,2,1,1,3,"if it did not affect my job performance i would not discuss it",2,"i would be afraid of bias in their decision making",1,2,2,"Yes",42,"Male","United States of America"
"6-25",1,4,3,2,2,1,1,1,1,2,1,2,1,1,"",1,"",1,2,4,"Yes",26,"male","Switzerland"
"6-25",1,3,2,1,1,1,1,1,1,1,1,2,1,2,"It's relevant ",1,"It depends on the type and severity of the issue",1,1,1,"No",22,"M","United States of America"
"26-100",1,3,4,1,2,1,1,1,1,1,1,2,1,2,"I have an issue and always bring it up",3,"I never surprise my boss",3,1,1,"No",53,"m","United States of America"
"6-25",1,4,4,1,1,2,5,2,1,1,3,1,1,2,"honesty",3,"honesty",3,2,2,"No",27,"male","France"
"6-25",1,1,1,1,1,1,2,2,2,1,2,2,1,2,"It's often easier to talk about. Less stigma associated with it.",2,"Stigma",1,2,2,"No",34,"Male","United Kingdom"
"6-25",1,2,1,1,1,2,5,2,2,2,2,1,1,3,"",2,"",3,1,1,"Yes",26,"Male","United States of America"
"26-100",1,4,4,1,1,1,2,2,1,1,1,1,1,3,"It's none of their business unless I need an accommodation, which for the work I do, I generally don't ",2,"People have so much stigma and I don't want to find out what kind, I want to get hired",3,3,4,"Yes",25,"N/A","United States of America"
