"companySize","empPrimTech","empProvideMHB","knowMHB","empDiscMH","empResourceMH","anonProtected","askLeaveDiff","negConsDiscMH","negConsDiscPH","coworkComfMHD","superComfMHD","empSeriousMH","heardNegConsMH","discInterviewPH","explanationPH","discInterviewMH","explanationMH","hurtCareerMH","teamNegMH","observeBadResponseMH","diagnosedWithMHD","age","gender","country"
"26-100",1,3,3,1,3,1,5,2,1,1,2,2,1,1,"Could be seen as a weakness, or a reason why you couldn't be as productive.",2,"Could definitely be seen as a weakness and a reason why you wouldn't be as productive as someone without the issue.",3,4,1,"Yes",50,"Male","United States of America"
"6-25",1,4,3,1,1,2,1,1,1,1,1,1,1,3,"Seems like it could only hurt you",2,"Would only hurt you",1,1,1,"Yes",31,"Male","United States of America"
"100-500",1,3,2,1,1,1,6,2,2,2,2,1,1,3,"It's illegal for them to ask in the U.S. and unless it's relevant to job performance there's no reason for me to bring it up.",2,"It's not relevant to my ability to perform the job responsibilities.",1,2,1,"Yes",47,"male","United States of America"
"6-25",1,4,3,1,3,1,4,2,2,1,3,1,2,3,"I have fibromyalgia which still isn't accepted fully in the medical community, so I don't believe it would be handled well by employers (or anybody, really).",2,"Don't have one personally, but the same logic applies. Mental health isn't respected or understood well by anyone and I don't see how it would be to my advantage to disclose.",3,2,2,"No",32,"Female","Canada"
"26-100",1,3,2,1,1,2,2,1,1,1,1,2,1,1,"If it was going to effect my position, I would bring it up.",1,"If it was going to effect my position, I would bring it up.",1,1,3,"Yes",23,"Female","Canada"
"6-25",1,3,3,1,3,1,5,2,1,2,1,2,1,1,"",2,"",3,2,1,"Yes",43,"Female","Canada"
"6-25",1,3,2,1,1,1,3,1,1,2,1,2,1,1,"It would depend on the relevance said issue had to the job - for example, I wouldn't feel the need to bring up a knee problem for a desk job interview. If I had a chronic physical health issue that would require me to take breaks or time off, I would be upfront about it. ",1,"Again, it would depend on the relevance. If a mental health issue would in any way effect my life at a the potential job, I would much rather be upfront about my needs and requirements from my employers than try to hide it. If I thought it was irrelevant to the job, I probably wouldn't bring it up during an interview.",1,1,4,"No",26,"Female","Canada"
"26-100",1,4,3,1,3,1,6,1,1,1,2,1,1,2,"",2,"",1,2,2,"No",26,"female","Canada"
"6-25",1,3,2,2,2,2,1,1,1,1,1,2,1,1,"It would depend on the nature of the job and the physical health issue - if there would be a direct impact on my ability to work because of the issue.  If not relevant, I would not disclose.",1,"Only if I had a firm belief that there would be no negative consequences.",3,2,4,"No",55,"Female","Canada"
"6-25",1,3,4,2,1,1,3,1,1,1,2,2,1,3,"I would be afraid that it would result in me being passed up for the position.",2,"I would be afraid that it would result in me not being chosen for the position.",1,2,2,"Yes",27,"Male","Canada"
"100-500",1,1,4,1,3,1,5,2,1,3,3,1,1,2,"I would bring up a physical health issue because, compared with mental health issues, i feel that there is no prejudices",2,"Like i said before, i think that there are so many prejudices and ignorance about mental health",3,4,2,"No",34,"Male","Argentina"
"26-100",1,2,1,1,1,1,5,3,2,3,3,1,1,2,"If I have a physical health issue and it has the potential to interfere with my work life, I must be upfront about it.",1,"I am from India. IMO mental illness is not looked upon in an accepting way here. If I have an mental health issue, I would be skeptical to talk about it as it might affect my prospects.",3,4,5,"No",25,"Male","India"
"26-100",2,4,4,1,3,1,5,3,1,1,1,1,1,3,"i would not want to give the interviewer any reason at all to disqualify me",2,"i would not want to give ANY reason for disqualification",3,2,1,"No",35,"male","United States of America"
"26-100",1,3,3,1,2,1,1,1,1,2,1,2,1,2,"There is no stigma against physical health issue like there is with mental health.",2,"The stigma associated with mental health colors the judgement of potential candidates.  ",1,2,3,"Yes",38,"Female","United States of America"
"26-100",1,3,4,1,1,1,4,3,2,1,2,1,1,1,"Being viewed as problematic. Too personal. Maybe allude to it vaguely, at best.",2,"For all the reasons you already know.",3,4,1,"No",29,"male","Canada"
"500-1000",1,3,2,2,2,2,2,2,1,2,2,2,1,2,"",1,"",1,2,1,"No",28,"Male","United Kingdom"
"6-25",1,1,1,2,1,1,2,1,1,2,1,2,1,1,"May not be relevant. ",1,"Concern about it's impact on hiring",1,2,2,"Yes",29,"Male","United States of America"
"More than 1000",1,3,3,1,1,1,2,1,1,1,1,3,1,2,"I would as likely it would effect my work",3,"For the same reason.  If it effects my work, they need to know.",2,2,4,"No",40,"male","United States of America"
"26-100",1,3,2,2,2,2,1,1,1,2,1,2,1,2,"I think physical health issues are easy to empathize with and understand, so I don't think mentioning it would affect me negatively",1,"I don't think mental health issues are well understood and the negative stigma might cause my interview to end negatively",4,5,5,"Yes",25,"Female","United States of America"
"26-100",1,3,2,2,2,1,2,1,1,2,1,2,1,1,"Depends on the employer and how specifically it is referenced.  Likely would ask about their short-term disability and qualifying events",1,"Same as above",1,5,3,"Yes",29,"F","United States of America"
"1-5",1,3,2,1,2,1,1,1,1,2,1,2,1,1,"It depends on the relevance for the job and my functioning there-in",1,"Same, depends on the relevance to my function",4,1,1,"Yes",35,"M","Netherlands"
"26-100",1,2,2,1,1,1,5,1,1,1,2,1,1,2,"It could mean time off/etc so the employer needs to be informed.",3,"It could mean time off/etc and the employer should be infomred",1,2,4,"Yes",43,"Male","United States of America"
"6-25",1,2,1,1,1,1,1,1,1,2,1,2,1,2,"",2,"",2,1,3,"No",26,"Male","Ireland"
"100-500",1,4,4,1,1,1,1,1,1,3,3,1,1,3,"Seems irrelevant and embarrassing",2,"Seems irrelevant and embarrassing",2,1,2,"No",31,"male","Germany"
"100-500",1,3,2,3,2,2,1,1,1,1,1,2,1,2,"I would not want to work for an employer that reacted negatively to a physical health issue. I think it's a good test to ensure that they're the kind of employer I'd want to work for. ",3,"I would not want to work for an employer that reacted negatively to a mental health issue. I think it's a good test to ensure that they're the kind of employer I'd want to work for. ",1,1,2,"No",31,"female","United States of America"
"More than 1000",2,4,4,1,1,1,5,2,1,3,1,3,1,1,"I would worry that a potential employer might see a physical illness as a reason I might not be able to work, or to be available for work as much as this profession demands.",2,"I think a potential employer would definitely see a mental health issue as a reason not to hire me.",5,2,3,"Yes",45,"F","United States of America"
"More than 1000",1,2,4,1,1,3,2,2,1,3,3,1,1,1,"i would do it if it makes me unable to perform certain tasks (cannot be exposed to certain liquids, heavy things lifting, etc)",1,"employers may see it as a cost",3,2,5,"No",23,"Male","Italy"
"6-25",1,4,4,1,3,1,3,2,1,1,2,1,1,1,"Unsure",1,"Unsure",1,1,1,"No",39,"Male","United States of America"
"26-100",1,3,3,1,1,1,2,1,1,2,1,2,1,1,"I don't think I'd bring up any type of health issues in an interview unless they are not offering health care, which in that case - I did bring up a few issues of physical health in one interview.",1,"It depends on whether or not it would affect my job.",2,1,1,"No",27,"Female","United States of America"
"100-500",1,3,3,1,1,1,1,2,1,2,1,1,1,1,"",2,"Could compromise my ability to get hired or look like a compelling candidate",1,1,4,"Yes",28,"Male","United States of America"
"500-1000",1,4,4,1,3,1,6,2,1,1,2,3,1,3,"Many organizations look for any reason to reject a candidate during the interview process.",2,"Many organizations look for any reason to reject a candidate during the interview process.",1,4,1,"No",36,"Male","United States of America"
"100-500",1,4,4,1,1,1,5,2,1,1,3,3,1,1,"It would depend on the specific issue.
If it impacts my work I would mention it. Otherwise I would not.",2,"It should not have an impact on my interview process.",3,2,1,"No",22,"male","Germany"
"1-5",1,3,3,1,3,3,3,1,1,1,1,1,1,1,"Fear of being disqualified for the job",2,"Too great a stigma. Would likely be rejected for another candidate. ",5,2,4,"No",51,"Male","United States of America"
"More than 1000",2,1,3,1,1,1,5,1,1,2,1,1,1,3,"I feel like bringing up a physical health issue would be a mark against me getting the job. If they had the choice between myself and another candidate that didn't mention a health issue, I feel they would take the other candidate.",2,"I feel like bringing up a mental health issue would be a mark against me getting the job. If they had the choice between myself and another candidate that didn't mention a health issue, I feel they would take the other candidate.",1,1,1,"Yes",28,"male","United States of America"
"100-500",1,4,4,1,2,2,6,3,2,3,3,1,1,1,"I would bring it up if it were relevant to my performance.",2,"",3,4,2,"No",40,"M","United States of America"
"26-100",1,3,2,2,2,2,1,1,1,2,1,2,1,1,"I have some vision issues that require me to use basic assistive technology (zooming screen, mainly) and depending on what we would be doing in an interview, my needing to see something bigger or closer may come up.",2,"I worry that it would be viewed as a very severe weakness.",1,2,2,"Yes",35,"Female","United States of America"
"100-500",1,3,2,1,1,1,5,3,1,3,3,3,1,1,"Depends on the nature of the physical health issue, whether it was chronic and the impact on the work. In almost all cases, I would not discuss it because just increases the chance of discrimination.",2,"Discrimination.",3,4,2,"Yes",38,"Male","United States of America"
"100-500",1,3,3,1,1,1,6,3,2,3,2,1,1,3,"Judgement",2,"Judgement",3,4,4,"No",29,"Male","United States of America"
"500-1000",1,3,4,1,3,1,2,2,2,2,1,1,1,3,"I have this idea that ""signs of weakness"" will always be a disadvantage in an interview",2,"same as above",3,2,4,"Yes",31,"f","United States of America"
"100-500",1,2,4,1,1,1,5,3,1,1,2,3,1,3,"Unless applying for something that required specific physical skills, I don't believe physical health should be a factor in an interview.",2,"A perception/assumption of automatic and immediate disqualification. ",3,4,2,"No",45,"male","United States of America"
"100-500",1,4,3,1,3,1,2,1,1,1,2,3,1,3,"I barely know these people, probably, and I'd rather not give them any reasons to turn me down. I don't see an upside.",2,"I barely know these people, probably, and I'd rather not give them any reasons to turn me down. I don't see an upside.",4,5,1,"No",26,"Male","United States of America"
"100-500",1,3,2,2,2,2,1,1,1,2,1,2,1,2,"",3,"",1,1,1,"No",42,"Male","United States of America"
"100-500",1,3,3,2,2,2,2,1,1,1,1,2,1,3,"",2,"",1,1,2,"No",28,"f","United States of America"
"6-25",1,1,1,1,1,1,6,2,1,2,2,1,1,1,"circumstantial",1,"circumstantial ",1,2,1,"No",28,"Male","United Kingdom"
"100-500",1,3,4,2,2,1,6,2,3,2,2,2,1,2,"Better to have it out with them now rather than wait. Have spoken in the industry about burnout.",3,"It's important to know ahead of time.",1,2,4,"Yes",39,"female","United States of America"
"6-25",1,3,3,1,1,2,2,2,2,1,2,2,1,3,"It is generally not relevant to employment.",2,"As for physical issues, I do not feel it is relevant to employment.",4,2,1,"Yes",34,"Male (cis)","United States of America"
"26-100",1,4,4,1,2,1,2,1,1,2,1,2,1,1,"",1,"",1,1,3,"Yes",28,"Female","United States of America"
"500-1000",1,3,2,3,3,2,2,2,2,1,1,2,1,3,"I don't even talk about health issues to acquaintances -- only to close family and friends",2,"Same reason as physical health -- it's very personal.",3,4,4,"No",35,"Female","United States of America"
"6-25",1,4,3,1,1,2,3,1,1,1,1,2,1,2,"Honesty",3,"Honesty",1,1,1,"No",42,"male","Canada"
"6-25",1,3,4,1,3,2,2,1,1,2,1,2,1,2,"It would be something they would need to know, so better to know if it's the type of place that does or doesn't understand that.",1,"It depends on the employer. See, it's difficult to answer survey questions that require generalizing all previous employers. I've had productive conversations with some; even so, at one place a mental health issue conversation resulted in immediate retribution.",1,1,3,"Yes",99,"Other","United States of America"
"26-100",1,3,3,1,3,1,6,2,1,1,2,1,1,1,"I don't have any chronic physical illnesses, but my partner does.  If I had the same illness as them, I would feel that the interviewer would likely discount my ability to work effectively or feel that the necessary accommodations would be too significant.",2,"Uncertain about reception.  Very difficult to determine an interviewer's experience and perception of mental illness.",1,2,1,"No",28,"Male","Canada"
"500-1000",1,4,4,2,1,1,1,2,1,3,3,2,1,3,"Health issues do not affect my productivity as a worker while I am in the «working» state (i.e. not absent due to some illness), so why should I discuss them in an interview?",2,"Health issues (either physical or mental) do not affect my productivity as a worker while I am in the «working» state (i.e. not absent due to some illness), so why should I discuss them in an interview?",1,5,1,"No",22,"F","Russia"
"26-100",1,3,2,1,2,2,3,3,2,1,2,3,1,1,"Still too much stigma attached to some physical health issues, e.g. female anatomy-related",2,"Rather not bring up something that would affect my chances of being hired. (Yes, it's illegal to discriminate that way, but that doesn't mean that doesn't happen, yeah?)",5,3,3,"Yes",28,"female","United States of America"
"More than 1000",2,3,3,2,2,2,6,2,2,1,2,1,1,1,"If they had a medical screening process that would be the appropriate time ",2,"Medical screening process would be more appropriate (even though some of them only ask for diagnosed mental illnesses) ",2,2,3,"No",21,"Female ","Australia"
"26-100",1,2,4,1,1,3,2,3,2,2,2,3,2,2,"It is what it is. If that causes a problem, I should not work there.",3,"It is what it is. If that causes a problem, I should not work there.",5,2,3,"Yes",38,"male","Netherlands"
"More than 1000",2,3,2,2,2,1,2,1,1,1,1,2,1,1,"Depends on the issue and whether it would impact my ability to do the job in question or not. ",2,"I don't think it would help my chances of getting the job, and it's possible that it could hurt them.",3,2,2,"Yes",33,"M","United States of America"
"100-500",1,3,3,2,2,2,1,1,1,1,1,1,1,3,"If it didn't affect my job, I would wait until after I was hired to discuss it with my manager",2,"If it didn't affect my job, I would discuss it with my manager after I was hired",3,4,2,"No",28,"Female","United States of America"
"26-100",1,3,2,2,2,2,1,1,1,1,2,2,1,3,"I don't think its an issue that needs to be discussed in an interview.",2,"I don't think that's a topic that needs to be discussed in an interview.",1,2,4,"Yes",32,"Male","United States of America"
"1-5",1,1,1,1,1,1,5,3,2,3,3,1,1,3,"Maybe a second or third interview, but not the first. It's not their business, unless we're both serious about working together.",2,"Same reason as physical health - it's not their business straight up, so maybe in a later interview",1,2,2,"Yes",24,"Female","Australia"
"500-1000",1,4,3,1,3,1,2,2,1,1,3,3,1,1,"Some parts of tech require you to lift things, for example.",2,"Quick way to not get the job.",1,4,2,"Yes",35,"male","United States of America"
"More than 1000",1,4,3,1,3,1,5,3,3,1,3,3,1,3,"Only after I received a job offer, to ensure protection for my physical disability. ",2,"Mental illness is not a protected class from discrimination and disclosing it publicly could affect my immigration status",3,4,2,"Yes",24,"Female","United States of America"
"100-500",1,3,2,1,3,1,1,1,1,2,1,1,1,2,"Most people understand physical health issues whereas with mental health you can never be sure ",2,"They may not be accepting",4,2,1,"Yes",30,"Male","United States of America"
"100-500",1,3,2,3,2,2,6,3,3,3,3,1,1,3,"discrimination ",2,"discrimination ",3,4,3,"No",47,"female","United States of America"
"More than 1000",1,3,3,3,2,2,2,2,1,3,3,1,1,2,"I feel like physical health issues is perceived to be less in control by the person compared to mental health.",2,"",3,4,1,"No",26,"female","United States of America"
"100-500",1,3,2,1,3,1,2,1,1,3,1,2,1,3,"",2,"",3,2,1,"Yes",32,"Male","United States of America"
"100-500",1,4,4,1,2,1,3,2,1,3,2,1,2,3,"None of their business.",2,"None of their business.",3,4,4,"No",32,"Male","United States of America"
"500-1000",1,4,4,3,2,1,2,1,1,2,1,2,1,3,"I've never had one that would be relevant.",3,"If it's relevant to the conversation, I'm happy to mention that I'm an anxious depressive and to expand as needed. I think it's important to raise the topic openly (as appropriate); it reduces stigma, and gives me an indication of the company's attitude towards mental health.",4,5,1,"Yes",37,"male","United States of America"
"6-25",1,2,1,1,1,1,2,1,1,3,2,2,1,3,"negative connotation ",2,"negative connotation",1,2,4,"No",28,"f","United Kingdom"
"26-100",1,4,4,2,3,2,2,2,2,1,3,2,1,2,"I assume the candidate is at least in his second stage of the interview. Being open about our limitations is a important topic during this stage of the interview. And since you've made it trought the first, there should be no wrong answers that could cause a negative result in your interview.",2,"As the solicitant, its not my responsibitliy to do so. I dont know the company's terms and culture about this and would feel uncomfortable discussing it.",1,4,1,"No",22,"man","Netherlands"
"500-1000",1,4,3,2,2,1,2,1,2,1,2,2,1,1,"If it impacted the job I would most likely bring it up towards the end of the interview - more as a I would need some flexibility around this. But I'd want to be a contender for the job before I did. ",2,"I think there's a stigma around mental health and also an issue of trust. I don't want to share with someone who will violate that trust (a physical disability is more transparent than a mental one), and also deemed ""more dangerous"" to the workplace. ",1,1,1,"No",30,"Male","United States of America"
"100-500",1,3,3,1,3,2,2,2,1,1,2,1,1,2,"",1,"",3,1,2,"No",34,"male","United States of America"
"6-25",1,3,2,1,1,2,1,2,1,3,1,2,1,3,"i would not bring it to up until I received an offer, unless it impacted my interview performance.",2,"Might mean no offer.",3,1,3,"Yes",32,"Male","United States of America"
"100-500",1,2,4,1,1,1,2,2,2,2,1,1,1,1,"",1,"",5,2,4,"Yes",37,"male","United Kingdom"
"26-100",1,4,4,2,1,1,1,3,2,1,2,2,1,1,"Fear of being discriminated",2,"Fear of being rejected or discriminated",3,4,1,"Yes",31,"Male","United States of America"
"26-100",2,2,3,1,1,1,1,2,1,1,2,1,1,1,"I don't know",2,"Privacy",5,2,1,"No",26,"male","Colombia"
"100-500",1,3,2,1,3,1,6,2,1,1,1,3,1,3,"can't imagine this making my desired outcome more likely",2,"pretty sure this would not work out in my favor",3,2,2,"Yes",36,"m","United States of America"
"100-500",1,3,4,1,1,1,6,2,1,3,3,1,1,3,"Not sure I'd be discriminated against by just not getting an offer. It'd be very hard to prove.",2,"Because while discriminating for mental health is not legal, one never gets reasons for a job offer not being extended, so it can only hinder.",3,2,4,"Yes",38,"Male","United States of America"
"26-100",1,3,2,1,1,1,2,1,1,2,2,1,1,3,"Because as long as I can do my job, it's really not any of their business.",2,"Same as above.",1,1,1,"Yes",24,"Male","United States of America"
"100-500",1,4,4,1,3,1,5,2,2,3,2,1,1,1,"I'm hesitant to bring up anything that might make me seem less employable but has no actual effect on my productivity.",2,"Same as above -- hesitant to bring up anything that doesn't affect my work but might make me seem less employable.",1,2,1,"No",26,"male","United States of America"
"More than 1000",1,3,3,2,3,1,6,2,1,1,1,1,1,1,"Don't currently have one, so not sure I'd have anything to bring up. Haven't had to think about it.",2,"General sense of stigma.",3,4,4,"Yes",37,"Male","United States of America"
"26-100",1,4,3,1,1,1,3,1,1,1,2,3,2,1,"",2,"No need to disclose so early as it may not be an issue. Don't want to give them a reason not to pick me!",1,2,2,"Yes",27,"Female","United Kingdom"
"26-100",1,3,3,2,3,2,1,1,1,2,1,2,1,2,"Because I value honesty very much and know that setting expectations in very beneficial for everybody",1,"",2,2,1,"No",32,"Male","Netherlands"
"6-25",2,3,3,1,2,3,3,1,1,2,1,2,1,1,"Depends on the view of the employer about mental health.",1,"Depends on the amount of open view on it",2,1,1,"Yes",30,"Male","Netherlands"
"26-100",1,2,4,2,1,1,4,1,1,2,1,2,1,2,"If it affected my work or was something obvious I would talk about it.",2,"Because I would be scared they would think that it affects my work and I'm not worth hiring.",3,1,1,"Yes",26,"Female","Germany"
"26-100",1,1,4,1,1,1,6,1,1,1,1,1,1,2,"It may affect my availability to perform my job",1,"I wouldn't because for fear of not being hired because of it, but at the same time I feel like I should It may affect my availability to perform my job",1,2,1,"No",29,"Male","Colombia"
"26-100",1,3,2,2,2,1,6,2,2,2,2,1,1,1,"",1,"",3,4,3,"Yes",26,"nb masculine","Germany"
"100-500",1,3,3,1,1,1,5,1,1,1,2,3,1,3,"Not relevant",2,"Not relevant",3,2,1,"No",23,"Female","United States of America"
"100-500",1,3,2,2,2,2,2,1,1,2,1,2,1,2,"I wouldn't want to work for an employer who couldn't handle the fact that I (or any coworkers) might have a health issue.",3,"I wouldn't want to work for an employer who couldn't handle the fact that I (or any coworkers) might have a health issue.",2,1,1,"Yes",30,"Male","United States of America"
"More than 1000",2,3,4,3,2,1,5,2,2,3,3,3,1,3,"No reason to risk the job",2,"No reason to risk making them concerned about it",1,2,4,"Yes",40,"M","United States of America"
"100-500",1,4,3,1,3,1,4,2,2,3,3,1,1,3,"You can be assured that it would not be a taken as a negative. ",2,"Same, although would have greater concern about employer viewing mental health as worse that a physical health issue as well as overall negative views of mental health issues. ",3,2,4,"Yes",46,"male","United States of America"
"26-100",1,4,3,1,3,1,6,1,1,2,1,1,1,1,"Unknown ramifications. ",1,"Unknown ramifications. ",1,1,1,"No",26,"Male","United States of America"
"More than 1000",1,3,2,2,2,2,6,2,1,3,3,1,1,2,"",2,"",3,2,2,"No",30,"m","United States of America"
"100-500",1,2,4,1,1,1,6,3,2,3,3,1,1,3,"",2,"",3,4,1,"No",27,"f","United States of America"
"26-100",1,3,2,1,2,1,3,2,1,1,3,3,1,1,"I want to be considered the same as every other applicant, and not be categorized by my limitations.",2,"I want to be considered the same as every other applicant, and not be categorized by my limitations.",3,2,3,"Yes",26,"Cisgender Female","United States of America"
"100-500",1,4,4,3,3,1,2,1,1,2,1,1,1,1,"If the potential employer explained their position on support for employees with physical health issues at the start of an interview, that would encourage me to speak of it.",1,"Again, if the employer stated their position on mental health issues and support for potential employees then I would feel comfortable talking about it.",1,2,2,"No",35,"Male","Australia"
"26-100",2,4,3,1,1,1,2,1,1,1,2,2,2,2,"",1,"Afraid of niet being understood, that makes it hard to talk about it. Especially during an interview.",1,3,2,"No",29,"Male","Netherlands"
"100-500",1,4,1,2,2,2,1,1,1,2,1,2,1,1,"I wouldn't know if I could trust them at that stage",2,"I wouldn't know if I could trust them at that stage",2,1,1,"No",34,"Male","United Kingdom"
"100-500",1,2,1,1,1,2,6,2,1,1,3,1,1,1,"Would not wish to prejudice the interview process",1,"Would not wish to prejudice the interview process",1,2,2,"No",39,"Male","United Kingdom"
"100-500",1,4,1,3,3,1,2,1,1,2,1,2,1,1,"",1,"",1,1,4,"No",27,"Male","United Kingdom"
"500-1000",1,2,4,1,1,1,2,1,1,1,1,1,1,2,"First I would like them to focus on my abilities and skills. Then when I would pass the initial interview rounds I would bring it up.",2,"The same as previous one.",1,1,1,"Yes",31,"Male","Czech Republic"
"26-100",2,2,4,1,1,1,5,2,1,3,1,3,2,1,"Would very much depend on the issue and what impact I thought it would have on the role I was interviewing for.",2,"I don't think enough people are aware of mental health issues, so it is more likely to just have a negative impact",3,4,4,"No",26,"Male","United Kingdom"
"26-100",1,3,4,1,3,2,3,2,2,2,2,1,1,1,"Is it relevant to the job, is it something I can work around.",1,"Is it relevant to the job, and is it something I can work around.",3,4,3,"No",44,"male","United States of America"
"100-500",1,3,4,3,1,1,3,2,1,1,2,1,1,3,"",2,"",3,4,2,"No",27,"male","United States of America"
"100-500",2,3,3,1,1,1,2,1,1,1,1,1,1,3,"personal info should not be part of interview process",2,"Interview is not the place/time for personal info",1,2,1,"Yes",57,"Female","United States of America"
"More than 1000",2,4,3,1,1,3,3,3,1,3,2,1,1,3,"",2,"",1,4,4,"No",35,"Male","United States of America"
"100-500",1,3,4,1,3,1,5,2,2,1,3,2,1,3,"Fear of discrimination as a racial minority with a physical health issue",2,"Fear of discrimination as a racial minority with a mental health issue",3,4,2,"Yes",26,"Male","United States of America"
"6-25",1,4,3,2,2,2,1,1,1,1,1,2,1,2,"",1,"",1,1,1,"No",22,"female","United States of America"
"100-500",1,4,3,1,3,1,2,2,2,1,2,1,1,3,"Worries about discrimination",2,"Worried about discrimination",3,2,1,"No",31,"Male","United States of America"
"26-100",1,4,4,1,1,3,5,2,2,3,3,1,1,1,"",2,"",1,1,5,"No",31,"male","United Kingdom"
"More than 1000",2,3,2,1,2,2,3,2,1,1,1,3,1,1,"It would depend on the job I'm applying for.  Would it be something like ""I just need a special chair"" or would it be more along the lines of ""I need you to cater to my random days off.""  Either one _should_ be the same, however we all know that each response would not be treated as such.",2,"For the same reason as above, but I don't know at all whether the employer views mental health the same as physical health.",1,1,2,"Yes",26,"m","United States of America"
"1-5",1,2,1,1,1,3,4,3,1,3,3,1,1,3,"Get the job first.",2,"Keeping it secret is essential to getting & holding jobs at some companies.",5,3,3,"No",36,"M","United States of America"
"26-100",1,3,2,1,1,2,2,1,1,2,1,2,1,2,"If it affected my availability.",2,"Afraid of the stigma",1,5,1,"Yes",33,"Male","United States of America"
"500-1000",1,3,3,2,1,1,1,1,1,2,1,1,1,1,"I kind of feel uncomfortable saying I can't do things, although I guess I would have to in certain situations",2,"I'm lucky that I'm mostly functional even when not doing well so I wouldn't disclose until I was at the company and had a better idea of how people react to it. ",2,5,1,"Yes",24,"F","United States of America"
"6-25",1,2,4,1,1,1,1,2,2,3,2,3,1,3,"",2,"",5,3,1,"No",22,"male","Vietnam"
"6-25",1,3,2,1,2,1,5,1,1,1,1,2,1,3,"Why risk implicit or overt bias?",2,"Why risk implicit or overt bias?",2,1,2,"Yes",33,"male","United States of America"
"More than 1000",1,3,4,1,3,1,2,2,2,1,2,3,1,2,"There is established non-discrimination policy for disabilities or physical ability",2,"Because I fear repercussions including not being hired",3,4,2,"Yes",37,"f","United States of America"
"6-25",1,3,3,1,3,1,1,1,1,2,1,2,1,1,"I don't know that it's good, but I typically take management of physical health issues as a personal matter, and wouldn't involve a potential employer.",1,"Because of the nature of our work, mental health issues are far more impactful. If I thought it needed to be accounted for, I would involve the potential employer to ensure they can work with me.",1,1,4,"No",29,"Male","United States of America"
"1-5",2,1,1,2,1,2,3,1,1,2,1,2,1,1,"It depends on whether or not he physical health issue would prevent me from doing my job. If not, I would not bring it up.",2,"I know there's widespread stigma toward mental health. I would avoid discussion this in an interview (unless I didn't want the job)",1,2,1,"No",38,"Male","United States of America"
"1-5",1,2,1,1,1,1,3,2,2,3,3,1,1,3,"if it affected the ability for someone to preform their job.",2,"taboo ",3,4,2,"No",33,"m","United States of America"
"1-5",1,4,3,1,1,1,3,3,3,3,3,3,1,3,"See it as potentially influencing my hirability. ",2,"Stigma could influence their desire to hire me. ",3,4,4,"Yes",44,"Female","Canada"
"6-25",2,3,3,1,1,1,2,1,1,1,1,1,1,1,"I don't currently have any I'm concerned about.",2,"That's sensitive, and I'd need to know them better first.",1,1,1,"Yes",23,"Male","United States of America"
"More than 1000",2,4,4,1,1,1,4,3,1,3,3,3,1,1,"It depends on the physical health issue. E.g. Bad Knees vs Bad Allergies",2,"Would be afraid that it would negatively affect my potential as a hiring candidate.",3,4,4,"Yes",30,"Man","United States of America"
"26-100",1,3,4,1,1,1,3,1,1,2,1,1,1,1,"",2,"",3,4,1,"No",28,"male","United States of America"
"26-100",1,3,2,1,1,3,2,1,1,1,2,3,1,1,"Depends on the feel of the interview",2,"I feel that it would only hurt my chances at employment, or have no bearing at all.",1,1,2,"No",39,"male","United States of America"
"6-25",1,2,4,1,1,1,5,3,1,3,3,1,1,2,"",2,"",1,2,2,"Yes",24,"Female","United States of America"
"More than 1000",2,3,2,2,2,1,2,1,1,1,1,2,1,2,"",2,"I'd rather ask about health benefits and look at it from there.  No need to bring it up in an interview unless it directly affects the job, or is specifically brought up by the interviewer",1,4,2,"Yes",35,"Male","United States of America"
"6-25",1,2,4,1,3,1,3,1,1,2,1,1,1,1,"I believe I would  just for the sake of transparency",1,"It would depend on my general feelings of the employer/my issue",1,2,1,"No",23,"Male","United States of America"
"More than 1000",2,3,3,3,2,2,1,1,1,1,1,1,1,1,"",1,"",1,2,1,"No",37,"M","United States of America"
"6-25",1,3,3,1,1,1,2,1,1,1,1,1,1,1,"It depends on if it was relevant or affected my job in any way. Also, if I felt like I could trust the person in my interview.",1,"See above answer - related to trust.",1,2,5,"No",35,"Male","United States of America"
"26-100",2,3,2,1,1,2,3,1,1,1,2,2,1,2,"",1,"This would depend on the severity of an effect the issue could have on work performance.",1,1,2,"No",27,"Male","United States of America"
"1-5",1,4,3,1,1,1,1,1,1,1,2,2,1,1,"If it affected my ability to perform at the job I would bring it up.",1,"I would bring it up if it affected day to day work. Otherwise probably would not because the stigma around it.",1,2,1,"No",27,"Female","United States of America"
"More than 1000",1,3,3,1,2,1,5,2,1,3,3,1,1,3,"Seems irrelevant.",2,"Also irrelevant to getting  a job.",1,4,1,"No",27,"Female","United States of America"
"6-25",1,4,3,1,1,1,2,2,2,3,3,1,1,3,"",2,"",3,4,1,"Yes",42,"m","United States of America"
"6-25",2,3,3,1,1,2,5,2,2,3,2,3,1,3,"I don't see the need. If I'm at the interview, it's because I am fine working there as I am.",2,"I don't see the need. If I'm at the interview, it's because I am fine working there as I am.",1,2,2,"No",32,"Sex is male","United States of America"
"6-25",1,4,3,1,1,1,6,1,1,1,2,1,1,1,"",1,"",1,2,1,"Yes",26,"Male","Finland"
